,매장이름,주소,구,브랜드,위도,경도
247,방배,서울특별시 서초구 방배로 211,서초구,스타벅스,37.491914,126.9904974
248,방배카페거리,서울특별시 서초구 방배중앙로 162 (방배동),서초구,스타벅스,37.4934767,126.9865297
249,서초법원,서울특별시 서초구 서초대로 274 (서초동),서초구,스타벅스,37.4927671,127.0117898
250,청계산입구역,서울특별시 서초구 청계산로 203 (신원동),서초구,스타벅스,37.4473672,127.0553225
251,사당로데오,서울특별시 서초구 방배천로 5-4(방배동),서초구,스타벅스,37.4772752,126.9821605
252,파미에파크R,서울특별시 서초구 사평대로 205 (반포동) CENTRALCITY,서초구,스타벅스,37.504956,127.0091391
253,교대역,서울특별시 서초구 서초중앙로 138 (서초동) 우림빌딩,서초구,스타벅스,37.4856009,127.0164403
254,양재역,서울특별시 서초구 강남대로 202 (양재동) 모산빌딩,서초구,스타벅스,37.4823239,127.0368273
255,논현역,서울특별시 서초구 강남대로 557 (잠원동) 1~2층,서초구,스타벅스,37.5115145,127.0205781
256,이수역,서울특별시 서초구 동작대로 112 (방배동),서초구,스타벅스,37.4864664,126.9827403
257,내방역,서울특별시 서초구 방배로 184 (방배동) 대풍빌딩,서초구,스타벅스,37.4938216,126.9845543
258,서초파라곤,서울특별시 서초구 서초대로74길 29 (서초동) 서초파라곤,서초구,스타벅스,37.4949048,127.027432
259,서울아트센터,서울특별시 서초구 남부순환로 2395 (서초동) 호경빌딩,서초구,스타벅스,37.4806256,127.0123511
260,서초중앙로,서울특별시 서초구 서초중앙로 225,서초구,스타벅스,37.5016276,127.011526
261,센트럴시티,서울특별시 서초구 신반포로 176 (반포동),서초구,스타벅스,37.5041299,127.0030692
262,강남삼성타운,서울특별시 서초구 서초대로78길 24 (서초동),서초구,스타벅스,37.4955152,127.027742
263,방배역,서울특별시 서초구 방배로 84 (방배동),서초구,스타벅스,37.48193,126.9976464
264,반포역,서울특별시 서초구 신반포로 257 (잠원동) 신반포11차상가,서초구,스타벅스,37.5094191,127.0130498
265,남부터미널,"서울특별시 서초구 서초중앙로 26, 래미안서초유니빌 1층 101호 (서초동)",서초구,스타벅스,37.4846566,127.016968
266,뉴코아강남,서울특별시 서초구 잠원로 69 (잠원동) 킴스클럽,서초구,스타벅스,37.5091756,127.0075966
267,강남2,"서울특별시 서초구 서초대로77길 27, 유빌딩 1,2층 (서초동)",서초구,스타벅스,37.5021824,127.0244113
268,교대,서울특별시 서초구 서초중앙로 118 (서초동),서초구,스타벅스,37.4923513,127.0142164
269,하이브랜드,"서울특별시 서초구 매헌로 16, 리빙관 101호 (양재동)",서초구,스타벅스,37.4631657,127.0365398
270,신논현역,서울특별시 서초구 강남대로 483 (반포동) 청호빌딩,서초구,스타벅스,37.5053019,127.0236395
271,영동2교,"서울특별시 서초구 논현로 139, 대흥빌딩 (양재동)",서초구,스타벅스,37.481962,127.0425724
272,남부터미널2,서울특별시 서초구 효령로 274 (서초동),서초구,스타벅스,37.4843561,127.0142016
273,서래마을입구,서울특별시 서초구 서래로 48 (반포동),서초구,스타벅스,37.49922970000001,126.9985484
274,몬테소리,서울특별시 서초구 강남대로 399 (서초동),서초구,스타벅스,37.4982126,127.0268238
275,서초역,서울특별시 서초구 반포대로 118 (서초동),서초구,스타벅스,37.4906229,127.0085975
276,교대법원,서울특별시 서초구 서초중앙로 164 (서초동),서초구,스타벅스,37.4963206,127.0133771
277,강남GT타워,"서울특별시 서초구 서초대로 411, GT타워 (서초동)",서초구,스타벅스,37.4978774,127.0260779
278,서초동,"서울특별시 서초구 남부순환로339길 64, 현우빌딩 1층 (서초동)",서초구,스타벅스,37.4858915,127.0215742
279,서울교대,"서울특별시 서초구 서초중앙로 64, 1층 (서초동)",서초구,스타벅스,37.4873998,127.0151589
280,강남에비뉴,"서울특별시 서초구 서초대로77길 62, 강남역아이파크 B102~B105 (서초동)",서초구,스타벅스,37.5027113,127.0238406
281,반포자이,서울특별시 서초구 잠원로 24 (반포동),서초구,스타벅스,37.5071093,127.0098804
282,서이초교사거리,서울특별시 서초구 사임당로 143 (서초동),서초구,스타벅스,37.4918146,127.0252252
283,서울웨이브아트센터,서울특별시 서초구 잠원로 145-35 (잠원동),서초구,스타벅스,37.5160915,127.0088681
284,길음역,서울특별시 성북구 정릉로 376 (돈암동),성북구,스타벅스,37.6020035,127.0252417
285,미아이마트,서울특별시 성북구 도봉로 17 (길음동),성북구,스타벅스,37.6108648,127.0296051
286,종암DT,서울특별시 성북구 종암로 17 (종암동),성북구,스타벅스,37.5919525,127.0360401
287,미아,서울특별시 성북구 동소문로 314 (하월곡동),성북구,스타벅스,37.6075807,127.0293034
288,성신여대정문,서울특별시 성북구 보문로34길 62 (동선동2가),성북구,스타벅스,37.5908044,127.0188447
289,종암,서울특별시 성북구 종암로 122 (종암동),성북구,스타벅스,37.6011247,127.0338991
290,삼선교,서울특별시 성북구 동소문로 10 (동소문동2가),성북구,스타벅스,37.5886161,127.0071452
291,월곡역,"서울특별시 성북구 화랑로 76, 101-1호 (하월곡동)",성북구,스타벅스,37.6052153,127.0400684
292,고대,서울특별시 성북구 고려대로24길 51 (안암동5가),성북구,스타벅스,37.5838912,127.0296926
293,현대미아,서울특별시 성북구 동소문로 315 (길음동) 지하1층,성북구,스타벅스,37.6083313,127.0287845
294,성신여대,서울특별시 성북구 동소문로24길 12 (동선동1가),성북구,스타벅스,37.5923986,127.0184478
295,안암역,서울특별시 성북구 고려대로 102-2 (안암동5가),성북구,스타벅스,37.590799,127.0277773
296,한성대입구역,서울특별시 성북구 성북로 11 (성북동1가),성북구,스타벅스,37.58843410000001,127.0041459
297,장위뉴타운,서울특별시 성북구 장월로38길 4 (장위동),성북구,스타벅스,37.6136971,127.0581548
298,송파나루역DT,서울특별시 송파구 오금로 142 (송파동),송파구,스타벅스,37.5081086,127.1151285
299,송파헬리오시티,"서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)",송파구,스타벅스,37.4976932,127.1066824
300,잠실시그마타워,서울특별시 송파구 올림픽로 289 (신천동),송파구,스타벅스,37.5145556,127.1025648
301,문정법원로R,서울특별시 송파구 송파대로 201 (문정동),송파구,스타벅스,37.4873579,127.1196635
302,송파개롱역,서울특별시 송파구 오금로 420 (가락동),송파구,스타벅스,37.4969567,127.1362521
303,문정하비오,"서울특별시 송파구 송파대로 111 (문정동, 파크하비오) 204동 104호~107호",송파구,스타벅스,37.482085,127.123578
304,문정역,"서울특별시 송파구 송파대로 167 (문정동)테라타워 B동 137호~139호,204호",송파구,스타벅스,37.4848376,127.1254914
305,잠실대교남단R,서울특별시 송파구 송파대로 570 타워 730 1층,송파구,스타벅스,37.5157956,127.0988566
306,송파위례,"서울특별시 송파구 위례광장로 230 (장지동, 위례2차아이파크)",송파구,스타벅스,37.4797341,127.1440951
307,송파방이DT,서울특별시 송파구 오금로 241 (방이동),송파구,스타벅스,37.5164031,127.1215351
308,송파구청,서울특별시 송파구 오금로 87 (방이동),송파구,스타벅스,37.5145732,127.1074043
309,올림픽평화의문,서울특별시 송파구 위례성대로 38 (방이동) 해태그린피아빌라트,송파구,스타벅스,37.5156426,127.1164819
310,송파아이파크,서울특별시 송파구 법원로 55 (문정동),송파구,스타벅스,37.4797951,127.1217993
311,송파사거리,서울특별시 송파구 송파대로 386 (송파동),송파구,스타벅스,37.50460899999999,127.1119305
312,석촌서호,서울특별시 송파구 석촌호수로 176 (삼전동),송파구,스타벅스,37.50633510000001,127.0962937
313,문정로데오,서울특별시 송파구 동남로 141 (가락동),송파구,스타벅스,37.491868,127.1262565
314,올림픽훼미리,서울특별시 송파구 중대로 68 (문정동),송파구,스타벅스,37.4915118,127.1164066
315,올림픽공원남문,서울특별시 송파구 위례성대로 102 (방이동),송파구,스타벅스,37.5132916,127.123111
316,방이역,"서울특별시 송파구 마천로 53, 1~2층 (오금동)",송파구,스타벅스,37.5026557,127.133264
317,석촌호수,서울특별시 송파구 석촌호수로 262 (송파동),송파구,스타벅스,37.5094027,127.1052218
318,잠실푸르지오월드,"서울특별시 송파구 올림픽로35가길 9, 잠실푸르지오월드마크 1층 (신천동)",송파구,스타벅스,37.5175312,127.103575
319,잠실새내역,서울특별시 송파구 올림픽로 96 (잠실동),송파구,스타벅스,37.5061273,127.0842945
320,잠실역,"서울특별시 송파구 송파대로 562 (신천동, 웰리스타워,삼성웰리스아파트) 1층,2층",송파구,스타벅스,37.5152717,127.0994664
321,갤러리아팰리스,"서울특별시 송파구 올림픽로 212, 갤러리아 팰리스 (잠실동)",송파구,스타벅스,37.5110359,127.093967
